sample_id,noise,p,state_syndrome,true_error,action,corrected_error,next_syndrome,reward,success
224,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
225,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
226,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
227,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
228,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
229,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
230,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
231,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
232,biased,0.09,0100,IIZXI,IZIII,IZZXI,0001,-1,0
233,biased,0.09,0110,IIIXI,IIYII,IIYXI,1000,-1,0
234,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
235,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
236,biased,0.09,1111,IIIYI,IZIII,IZIYI,1010,-1,0
237,biased,0.09,0100,IIIIZ,IZIII,IZIIZ,0001,-1,0
238,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
239,biased,0.09,1001,IIIZI,YIIII,YIIZI,0010,-1,0
240,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
241,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
242,biased,0.09,1011,YIIII,XIIII,ZIIII,1010,-1,0
243,biased,0.09,1000,YIIIX,IXIII,YXIIX,0000,-1,0
244,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
245,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
246,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
247,biased,0.09,0110,IIIXI,IIYII,IIYXI,1000,-1,0
248,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
249,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
250,biased,0.09,1000,IXIII,IXIII,IIIII,0000,1,1
251,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
252,biased,0.09,0110,IIIXI,IIYII,IIYXI,1000,-1,0
253,biased,0.09,0001,XIIII,XIIII,IIIII,0000,1,1
254,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
255,biased,0.09,1010,ZIIII,ZIIII,IIIII,0000,1,1
256,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
257,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
258,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
259,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
260,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
261,biased,0.09,1110,ZIIIZ,IYIII,ZYIIZ,0011,-1,0
262,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
263,biased,0.09,0001,XIIII,XIIII,IIIII,0000,1,1
264,biased,0.09,0101,IZIII,ZIIII,ZZIII,1111,-1,0
265,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
266,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
267,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
268,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
269,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
270,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
271,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
272,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
273,biased,0.09,0110,ZIXII,IIYII,ZIZII,1000,-1,0
274,biased,0.09,0011,IIIIX,IIIIX,IIIII,0000,1,1
275,biased,0.09,1011,IZYII,XIIII,XZYII,1010,-1,0
276,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
277,biased,0.09,1011,YIIII,XIIII,ZIIII,1010,-1,0
278,biased,0.09,0100,IIIIZ,IZIII,IZIIZ,0001,-1,0
279,biased,0.09,0010,IIZII,IXIII,IXZII,1010,-1,0
280,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
281,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
282,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
283,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
284,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
285,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
286,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
287,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
288,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
289,biased,0.09,0001,XIIII,XIIII,IIIII,0000,1,1
290,biased,0.09,0101,IZIII,ZIIII,ZZIII,1111,-1,0
291,biased,0.09,1110,IIYII,IYIII,IYYII,0011,-1,0
292,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
293,biased,0.09,0011,IIIIX,IIIIX,IIIII,0000,1,1
294,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
295,biased,0.09,1111,IIIYI,IZIII,IZIYI,1010,-1,0
296,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
297,biased,0.09,1111,IIIYI,IZIII,IZIYI,1010,-1,0
298,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
299,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
300,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
301,biased,0.09,0100,IIIIZ,IZIII,IZIIZ,0001,-1,0
302,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
303,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
304,biased,0.09,0010,IIZII,IXIII,IXZII,1010,-1,0
305,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
306,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
307,biased,0.09,1111,IIIYI,IZIII,IZIYI,1010,-1,0
308,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
309,biased,0.09,1010,ZIIII,ZIIII,IIIII,0000,1,1
310,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
311,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
312,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
313,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
314,biased,0.09,0001,XIIII,XIIII,IIIII,0000,1,1
315,biased,0.09,1011,YIIII,XIIII,ZIIII,1010,-1,0
316,biased,0.09,0111,IIYZI,IXIII,IXYZI,1111,-1,0
317,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
318,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
319,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
320,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
321,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
322,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
323,biased,0.09,1100,IIXII,IIIYI,IIXYI,0011,-1,0
324,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
325,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
326,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
327,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
328,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
329,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
330,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
331,biased,0.09,1111,IIIYI,IZIII,IZIYI,1010,-1,0
332,biased,0.09,0110,IIIXI,IIYII,IIYXI,1000,-1,0
333,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
334,biased,0.09,0010,IIZII,IXIII,IXZII,1010,-1,0
335,biased,0.09,1110,ZIIIZ,IYIII,ZYIIZ,0011,-1,0
336,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
337,biased,0.09,1101,IYIII,IZIII,IXIII,1000,-1,0
338,biased,0.09,1000,IXIII,IXIII,IIIII,0000,1,1
339,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
340,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
341,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
342,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
343,biased,0.09,1101,IYIII,IZIII,IXIII,1000,-1,0
344,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
345,biased,0.09,1010,ZIIII,ZIIII,IIIII,0000,1,1
346,biased,0.09,1101,IYIII,IZIII,IXIII,1000,-1,0
347,biased,0.09,1100,IIXII,IIIYI,IIXYI,0011,-1,0
348,biased,0.09,0001,XIIII,XIIII,IIIII,0000,1,1
349,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
350,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
351,biased,0.09,1110,IIYII,IYIII,IYYII,0011,-1,0
352,biased,0.09,0110,IIIXI,IIYII,IIYXI,1000,-1,0
353,biased,0.09,0011,IIIIX,IIIIX,IIIII,0000,1,1
354,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
355,biased,0.09,0001,XIIII,XIIII,IIIII,0000,1,1
356,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
357,biased,0.09,1111,IIIYI,IZIII,IZIYI,1010,-1,0
358,biased,0.09,0111,ZYIII,IXIII,ZZIII,1111,-1,0
359,biased,0.09,1111,XIYII,IZIII,XZYII,1010,-1,0
360,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
361,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
362,biased,0.09,1001,IIIZI,YIIII,YIIZI,0010,-1,0
363,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
364,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
365,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
366,biased,0.09,0111,IIIIY,IXIII,IXIIY,1111,-1,0
367,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
368,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
369,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
370,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
371,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
372,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
373,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
374,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
375,biased,0.09,0111,IIIIY,IXIII,IXIIY,1111,-1,0
376,biased,0.09,1100,IIXII,IIIYI,IIXYI,0011,-1,0
377,biased,0.09,1111,IIIYI,IZIII,IZIYI,1010,-1,0
378,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
379,biased,0.09,0101,IZIII,ZIIII,ZZIII,1111,-1,0
380,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
381,biased,0.09,1000,IXIII,IXIII,IIIII,0000,1,1
382,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
383,biased,0.09,0001,XIIII,XIIII,IIIII,0000,1,1
384,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
385,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
386,biased,0.09,1111,IYZII,IZIII,IXZII,1010,-1,0
387,biased,0.09,0110,IZIIX,IIYII,IZYIX,1000,-1,0
388,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
389,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
390,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
391,biased,0.09,0010,IIZII,IXIII,IXZII,1010,-1,0
392,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
393,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
394,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
395,biased,0.09,0111,IIIIY,IXIII,IXIIY,1111,-1,0
396,biased,0.09,1100,IIXII,IIIYI,IIXYI,0011,-1,0
397,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
398,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
399,biased,0.09,0100,ZIYII,IZIII,ZZYII,0001,-1,0
400,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
401,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
402,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
403,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
404,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
405,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
406,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
407,biased,0.09,1000,IXIII,IXIII,IIIII,0000,1,1
408,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
409,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
410,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
411,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
412,biased,0.09,1111,IIIYI,IZIII,IZIYI,1010,-1,0
413,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
414,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
415,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
416,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
417,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
418,biased,0.09,1111,IIIYI,IZIII,IZIYI,1010,-1,0
419,biased,0.09,0101,IZIII,ZIIII,ZZIII,1111,-1,0
420,biased,0.09,1101,IYIII,IZIII,IXIII,1000,-1,0
421,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
422,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
423,biased,0.09,1110,IIYII,IYIII,IYYII,0011,-1,0
424,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
425,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
426,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
427,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
428,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
429,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
430,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
431,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
432,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
433,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
434,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
435,biased,0.09,0011,IIIIX,IIIIX,IIIII,0000,1,1
436,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
437,biased,0.09,0100,IIIIZ,IZIII,IZIIZ,0001,-1,0
438,biased,0.09,1101,IIIZZ,IZIII,IZIZZ,1000,-1,0
439,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
440,biased,0.09,1111,IIIYI,IZIII,IZIYI,1010,-1,0
441,biased,0.09,0111,IIIIY,IXIII,IXIIY,1111,-1,0
442,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
443,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
444,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
445,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
446,biased,0.09,1101,ZZZII,IZIII,ZIZII,1000,-1,0
447,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
448,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
449,biased,0.09,1010,ZIIII,ZIIII,IIIII,0000,1,1
450,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
451,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
452,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
453,biased,0.09,1110,IIYII,IYIII,IYYII,0011,-1,0
454,biased,0.09,1110,IIYII,IYIII,IYYII,0011,-1,0
455,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
456,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
457,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
458,biased,0.09,1000,XIIZI,IXIII,XXIZI,0000,-1,0
459,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
460,biased,0.09,1010,ZIIII,ZIIII,IIIII,0000,1,1
461,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
462,biased,0.09,0010,IIZII,IXIII,IXZII,1010,-1,0
463,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
464,biased,0.09,0110,IIIXI,IIYII,IIYXI,1000,-1,0
465,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
466,biased,0.09,0111,IIIIY,IXIII,IXIIY,1111,-1,0
467,biased,0.09,1110,IIYII,IYIII,IYYII,0011,-1,0
468,biased,0.09,1001,IIIZI,YIIII,YIIZI,0010,-1,0
469,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
470,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
471,biased,0.09,1011,IZYII,XIIII,XZYII,1010,-1,0
472,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
473,biased,0.09,0111,IIIIY,IXIII,IXIIY,1111,-1,0
474,biased,0.09,1000,IXIII,IXIII,IIIII,0000,1,1
475,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
476,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
477,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
478,biased,0.09,1011,YIIII,XIIII,ZIIII,1010,-1,0
479,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
480,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
481,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
482,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
483,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
484,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
485,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
486,biased,0.09,1001,IZXII,YIIII,YZXII,0010,-1,0
487,biased,0.09,0011,IIIIX,IIIIX,IIIII,0000,1,1
488,biased,0.09,1110,IIYII,IYIII,IYYII,0011,-1,0
489,biased,0.09,1111,IIIYI,IZIII,IZIYI,1010,-1,0
490,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
491,biased,0.09,1110,IIYII,IYIII,IYYII,0011,-1,0
492,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
493,biased,0.09,0110,YYIII,IIYII,YYYII,1000,-1,0
494,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
495,biased,0.09,0010,IIZII,IXIII,IXZII,1010,-1,0
496,biased,0.09,1011,YIIII,XIIII,ZIIII,1010,-1,0
497,biased,0.09,1010,ZIIII,ZIIII,IIIII,0000,1,1
498,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
499,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
500,biased,0.09,1011,YIIII,XIIII,ZIIII,1010,-1,0
501,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
502,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
503,biased,0.09,1100,IIXII,IIIYI,IIXYI,0011,-1,0
504,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
505,biased,0.09,0011,IYYII,IIIIX,IYYIX,0000,-1,0
506,biased,0.09,1001,IIIZI,YIIII,YIIZI,0010,-1,0
507,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
508,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
509,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
510,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
511,biased,0.09,0110,IIIXI,IIYII,IIYXI,1000,-1,0
512,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
513,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
514,biased,0.09,0101,IZIII,ZIIII,ZZIII,1111,-1,0
515,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
516,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
517,biased,0.09,1111,IIIYI,IZIII,IZIYI,1010,-1,0
518,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
519,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
520,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
521,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
522,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
523,biased,0.09,1100,XIYIX,IIIYI,XIYYX,0011,-1,0
524,biased,0.09,0111,IIIIY,IXIII,IXIIY,1111,-1,0
525,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
526,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
527,biased,0.09,1010,ZIIII,ZIIII,IIIII,0000,1,1
528,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
529,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
530,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
531,biased,0.09,0001,XIIII,XIIII,IIIII,0000,1,1
532,biased,0.09,1111,IXIIY,IZIII,IYIIY,1010,-1,0
533,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
534,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
535,biased,0.09,0010,IIZII,IXIII,IXZII,1010,-1,0
536,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
537,biased,0.09,0101,IZIII,ZIIII,ZZIII,1111,-1,0
538,biased,0.09,0001,XIIII,XIIII,IIIII,0000,1,1
539,biased,0.09,0001,XIIII,XIIII,IIIII,0000,1,1
540,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
541,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
542,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
543,biased,0.09,1010,ZIIII,ZIIII,IIIII,0000,1,1
544,biased,0.09,1111,ZZIII,IZIII,ZIIII,1010,-1,0
545,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
546,biased,0.09,1101,IYIII,IZIII,IXIII,1000,-1,0
547,biased,0.09,1000,IXIII,IXIII,IIIII,0000,1,1
548,biased,0.09,1110,IIYII,IYIII,IYYII,0011,-1,0
549,biased,0.09,1101,IYIII,IZIII,IXIII,1000,-1,0
550,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
551,biased,0.09,0111,YZIZI,IXIII,YYIZI,1111,-1,0
552,biased,0.09,1100,IIXII,IIIYI,IIXYI,0011,-1,0
553,biased,0.09,1000,IIIYY,IXIII,IXIYY,0000,-1,0
554,biased,0.09,0101,IZIII,ZIIII,ZZIII,1111,-1,0
555,biased,0.09,1101,XIXII,IZIII,XZXII,1000,-1,0
556,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
557,biased,0.09,0001,XIIII,XIIII,IIIII,0000,1,1
558,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
559,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
560,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
561,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
562,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
563,biased,0.09,1111,IIIYI,IZIII,IZIYI,1010,-1,0
564,biased,0.09,0110,IIIXI,IIYII,IIYXI,1000,-1,0
565,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
566,biased,0.09,1010,ZIIII,ZIIII,IIIII,0000,1,1
567,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
568,biased,0.09,0101,IIXZI,ZIIII,ZIXZI,1111,-1,0
569,biased,0.09,0100,IIIIZ,IZIII,IZIIZ,0001,-1,0
570,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
571,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
572,biased,0.09,0111,IIIIY,IXIII,IXIIY,1111,-1,0
573,biased,0.09,1011,YIIII,XIIII,ZIIII,1010,-1,0
574,biased,0.09,1110,IIIZY,IYIII,IYIZY,0011,-1,0
575,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
576,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
577,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
578,biased,0.09,1001,IIIZI,YIIII,YIIZI,0010,-1,0
579,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
580,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
581,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
582,biased,0.09,1010,YIZIX,ZIIII,XIZIX,0000,-1,0
583,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
584,biased,0.09,1000,IIYXI,IXIII,IXYXI,0000,-1,0
585,biased,0.09,0011,IIXYI,IIIIX,IIXYX,0000,-1,0
586,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
587,biased,0.09,1101,IYIII,IZIII,IXIII,1000,-1,0
588,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
589,biased,0.09,1011,YIIII,XIIII,ZIIII,1010,-1,0
590,biased,0.09,1010,ZIIII,ZIIII,IIIII,0000,1,1
591,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
592,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
593,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
594,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
595,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
596,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
597,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
598,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
599,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
600,biased,0.09,0011,IIIIX,IIIIX,IIIII,0000,1,1
601,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
602,biased,0.09,1110,IIYII,IYIII,IYYII,0011,-1,0
603,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
604,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
605,biased,0.09,1001,IIIZI,YIIII,YIIZI,0010,-1,0
606,biased,0.09,0110,IIIXI,IIYII,IIYXI,1000,-1,0
607,biased,0.09,0111,IIIIY,IXIII,IXIIY,1111,-1,0
608,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
609,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
610,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
611,biased,0.09,1001,IIIZI,YIIII,YIIZI,0010,-1,0
612,biased,0.09,0111,IZZII,IXIII,IYZII,1111,-1,0
613,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
614,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
615,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
616,biased,0.09,0100,IIIIZ,IZIII,IZIIZ,0001,-1,0
617,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
618,biased,0.09,1101,IYIII,IZIII,IXIII,1000,-1,0
619,biased,0.09,1101,IYIII,IZIII,IXIII,1000,-1,0
620,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
621,biased,0.09,1010,ZIIII,ZIIII,IIIII,0000,1,1
622,biased,0.09,1100,IIXII,IIIYI,IIXYI,0011,-1,0
623,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
