sample_id,noise,p,state_syndrome,true_error,action,corrected_error,next_syndrome,reward,success
188,biased,0.09,0100,IIIIZ,IZIII,IZIIZ,0001,-1,0
189,biased,0.09,1101,IYIII,IZIII,IXIII,1000,-1,0
190,biased,0.09,0111,IIIIY,IXIII,IXIIY,1111,-1,0
191,biased,0.09,0001,XIIII,XIIII,IIIII,0000,1,1
192,biased,0.09,1100,IIXII,IIIYI,IIXYI,0011,-1,0
193,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
194,biased,0.09,0101,IZIII,ZIIII,ZZIII,1111,-1,0
195,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
196,biased,0.09,1000,YIIIX,IXIII,YXIIX,0000,-1,0
197,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
198,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
199,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
200,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
201,biased,0.09,1101,ZIIIY,IZIII,ZZIIY,1000,-1,0
202,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
203,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
204,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
205,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
206,biased,0.09,0011,IIIIX,IIIIX,IIIII,0000,1,1
207,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
208,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
209,biased,0.09,1011,YIIII,XIIII,ZIIII,1010,-1,0
210,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
211,biased,0.09,0101,IZIII,ZIIII,ZZIII,1111,-1,0
212,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
213,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
214,biased,0.09,1001,IIIZI,YIIII,YIIZI,0010,-1,0
215,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
216,biased,0.09,0011,IIIIX,IIIIX,IIIII,0000,1,1
217,biased,0.09,1010,ZIIII,ZIIII,IIIII,0000,1,1
218,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
219,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
220,biased,0.09,1101,IYIII,IZIII,IXIII,1000,-1,0
221,biased,0.09,1101,IYIII,IZIII,IXIII,1000,-1,0
222,biased,0.09,0000,IIIII,IIIII,IIIII,0000,1,1
223,biased,0.09,0001,XIIII,XIIII,IIIII,0000,1,1
