sample_id,noise,p,state_syndrome,true_error,action,corrected_error,next_syndrome,reward,success
2286,bitflip,0.07,0011,IIIIX,IZIII,IZIIX,0110,-1,0
2287,bitflip,0.07,0000,IIIII,IIIII,IIIII,0000,1,1
2288,bitflip,0.07,0000,IIIII,IIIII,IIIII,0000,1,1
2289,bitflip,0.07,0000,IIIII,IIIII,IIIII,0000,1,1
2290,bitflip,0.07,0110,IIIXI,IIIXI,IIIII,0000,1,1
2291,bitflip,0.07,0001,XIIII,XIIII,IIIII,0000,1,1
2292,bitflip,0.07,0000,IIIII,IIIII,IIIII,0000,1,1
2293,bitflip,0.07,0000,IIIII,IIIII,IIIII,0000,1,1
2294,bitflip,0.07,0000,IIIII,IIIII,IIIII,0000,1,1
2295,bitflip,0.07,0000,IIIII,IIIII,IIIII,0000,1,1
2296,bitflip,0.07,1000,IXIII,IXIII,IIIII,0000,1,1
2297,bitflip,0.07,0000,IIIII,IIIII,IIIII,0000,1,1
2298,bitflip,0.07,0000,IIIII,IIIII,IIIII,0000,1,1
2299,bitflip,0.07,0000,IIIII,IIIII,IIIII,0000,1,1
2300,bitflip,0.07,0000,IIIII,IIIII,IIIII,0000,1,1
2301,bitflip,0.07,0000,IIIII,IIIII,IIIII,0000,1,1
2302,bitflip,0.07,0011,IIIIX,IZIII,IZIIX,0110,-1,0
2303,bitflip,0.07,0000,IIIII,IIIII,IIIII,0000,1,1
2304,bitflip,0.07,1100,IIXII,IYIII,IYXII,0001,-1,0
2305,bitflip,0.07,0000,IIIII,IIIII,IIIII,0000,1,1
2306,bitflip,0.07,0011,IIIIX,IZIII,IZIIX,0110,-1,0
2307,bitflip,0.07,0000,IIIII,IIIII,IIIII,0000,1,1
2308,bitflip,0.07,0000,IIIII,IIIII,IIIII,0000,1,1
2309,bitflip,0.07,0000,IIIII,IIIII,IIIII,0000,1,1
2310,bitflip,0.07,0000,IIIII,IIIII,IIIII,0000,1,1
2311,bitflip,0.07,0000,IIIII,IIIII,IIIII,0000,1,1
2312,bitflip,0.07,0000,IIIII,IIIII,IIIII,0000,1,1
2313,bitflip,0.07,0000,IIIII,IIIII,IIIII,0000,1,1
2314,bitflip,0.07,0000,IIIII,IIIII,IIIII,0000,1,1
2315,bitflip,0.07,0000,IIIII,IIIII,IIIII,0000,1,1
2316,bitflip,0.07,0000,IIIII,IIIII,IIIII,0000,1,1
2317,bitflip,0.07,0000,IIIII,IIIII,IIIII,0000,1,1
2318,bitflip,0.07,0110,IIIXI,IIIXI,IIIII,0000,1,1
2319,bitflip,0.07,0000,IIIII,IIIII,IIIII,0000,1,1
2320,bitflip,0.07,0000,IIIII,IIIII,IIIII,0000,1,1
2321,bitflip,0.07,0000,IIIII,IIIII,IIIII,0000,1,1
2322,bitflip,0.07,0000,IIIII,IIIII,IIIII,0000,1,1
2323,bitflip,0.07,0000,IIIII,IIIII,IIIII,0000,1,1
