sample_id,noise,p,state_syndrome,true_error,action,corrected_error,next_syndrome,reward,success
2872,depolarizing,0.05,0111,IIIIY,IXIII,IXIIY,1111,-1,0
2873,depolarizing,0.05,1010,ZIIII,XIIII,YIIII,1011,-1,0
2874,depolarizing,0.05,0000,IIIII,IIIII,IIIII,0000,1,1
2875,depolarizing,0.05,0000,IIIII,IIIII,IIIII,0000,1,1
2876,depolarizing,0.05,1010,ZIIII,XIIII,YIIII,1011,-1,0
2877,depolarizing,0.05,0000,IIIII,IIIII,IIIII,0000,1,1
2878,depolarizing,0.05,0000,IIIII,IIIII,IIIII,0000,1,1
2879,depolarizing,0.05,0011,IIIIX,IXIII,IXIIX,1011,-1,0
2880,depolarizing,0.05,0000,IIIII,IIIII,IIIII,0000,1,1
2881,depolarizing,0.05,1011,YIIII,YIIII,IIIII,0000,1,1
2882,depolarizing,0.05,0000,IIIII,IIIII,IIIII,0000,1,1
2883,depolarizing,0.05,0000,IIIII,IIIII,IIIII,0000,1,1
2884,depolarizing,0.05,0000,IIIII,IIIII,IIIII,0000,1,1
2885,depolarizing,0.05,0110,IIIXI,IIIIY,IIIXY,0001,-1,0
2886,depolarizing,0.05,0000,IIIII,IIIII,IIIII,0000,1,1
2887,depolarizing,0.05,0000,IIIII,IIIII,IIIII,0000,1,1
2888,depolarizing,0.05,0000,IIIII,IIIII,IIIII,0000,1,1
2889,depolarizing,0.05,0000,IIIII,IIIII,IIIII,0000,1,1
2890,depolarizing,0.05,0000,IIIII,IIIII,IIIII,0000,1,1
2891,depolarizing,0.05,1110,IIYII,IZIII,IZYII,1011,-1,0
2892,depolarizing,0.05,0000,IIIII,IIIII,IIIII,0000,1,1
2893,depolarizing,0.05,0000,IIIII,IIIII,IIIII,0000,1,1
2894,depolarizing,0.05,0000,IIIII,IIIII,IIIII,0000,1,1
2895,depolarizing,0.05,0100,IIIIZ,YIIII,YIIIZ,1111,-1,0
2896,depolarizing,0.05,1101,IYIII,IIIIY,IYIIY,1010,-1,0
2897,depolarizing,0.05,0000,IIIII,IIIII,IIIII,0000,1,1
2898,depolarizing,0.05,0000,IIIII,IIIII,IIIII,0000,1,1
2899,depolarizing,0.05,0000,IIIII,IIIII,IIIII,0000,1,1
2900,depolarizing,0.05,0010,IIZII,YIIII,YIZII,1001,-1,0
2901,depolarizing,0.05,0000,IIIII,IIIII,IIIII,0000,1,1
2902,depolarizing,0.05,0000,IIIII,IIIII,IIIII,0000,1,1
2903,depolarizing,0.05,0000,IIIII,IIIII,IIIII,0000,1,1
2904,depolarizing,0.05,0000,IIIII,IIIII,IIIII,0000,1,1
2905,depolarizing,0.05,0000,IIIII,IIIII,IIIII,0000,1,1
2906,depolarizing,0.05,0000,IIIII,IIIII,IIIII,0000,1,1
